1.         1.         1.         1.         1.         1.
  1.         1.         0.29779522 0.77973939 0.76424172 0.58323984
  0.79989639 0.51593471 1.         1.         1.         1.
  1.         1.         1.         1.        
 1.         1.         1.         1.         1.         1.
  1.         1.         0.29779522 0.77973939 0.76424172 0.58323984
  0.79989639 0.51593471 1.         1.         1.         1.
  1.         1.         1.         1.        
 1.         1.         1.         1.         1.         0.70057485
  0.94605581 0.89910414 0.80645543 0.9604346  0.80984762 0.886983
  0.83109669 0.95307999 0.89991222 1.05307687 0.62145359 1.
  1.         1.         1.         1.        
 1.         1.         1.         1.         0.47525374 1.02880218
  0.83627116 1.         0.95257099 1.00831083 1.09674157 1.11873516
  1.12169187 1.00418744 0.95731584 0.86330697 0.95151587 0.62541427
  1.         1.         1.         1.        
 1.         1.         1.         0.54684898 0.86251131 0.96625137
  0.94819061 1.         0.97617929 1.19129196 1.16427669 1.2156755
  1.26863079 1.07817454 1.0971013  1.07959108 0.89944842 1.1961603
  0.62602325 1.         1.         1.        
 1.         1.         0.71752094 0.98419609 0.98378954 1.1598191
  1.26029411 1.15638739 1.40611693 1.42101889 1.46834212 1.62748377
  1.61168785 1.38839115 1.22663408 1.0972618  1.06983135 1.63434092
  0.98225195 0.53994835 1.         1.        
 1.         1.         0.94117959 0.92042029 1.09868272 1.29446738
  1.37169545 1.64621278 1.84201127 1.71190871 1.92894975 2.05392918
  1.70953387 1.84362852 1.7958885  1.33532725 1.13796247 1.
  0.8880864  1.03681959 1.         1.        
 1.         1.         1.03375495 0.98446272 1.2482274  1.25896143
  1.57355015 1.95955569 2.23883191 2.15489927 2.26619999 2.46591482
  1.92457125 2.12899702 2.00983441 1.63653654 1.36031485 1.09724563
  0.85645297 1.27369515 1.         1.        
 0.414434   0.414434   3.18400719 1.04686985 1.15614784 1.58806078
  2.12025982 2.21083239 2.2242599  1.83242632 1.41227684 1.63020929
  1.61270477 2.26359634 2.04894329 2.04381287 1.41431334 1.11415682
  0.95501921 0.84376461 0.32991595 0.32991595
 1.0122762  1.0122762  0.96424051 1.13972688 1.32971454 1.71052516
  1.99876601 2.10058248 1.89102158 0.96028073 1.         1.
  0.98171602 1.87463028 2.26804214 1.8962298  1.58205492 1.34436406
  1.07625772 0.9336238  0.81273715 0.81273715
 1.85878747 1.85878747 1.0058643  1.29366702 1.37080948 1.728346
  2.5597321  2.08160464 1.44635738 1.         1.         1.
  1.         1.40931775 2.57546223 2.39844127 1.72687115 1.15277339
  1.16826237 0.94411822 0.8063742  0.8063742 
 0.80540639 0.80540639 0.98075192 1.17213691 1.53630858 1.54645334
  2.46775077 2.55855582 1.30902907 1.         1.         1.
  1.         1.23121569 2.25604547 2.39865566 1.42458568 1.213147
  1.16892474 0.89708522 0.80164857 0.80164857
 0.89303079 0.89303079 0.86653371 1.02454753 1.33740046 1.55287551
  1.81406171 2.0368254  1.67740518 1.11456226 1.         1.
  0.92272281 1.5177264  1.94457174 1.94789666 1.60234868 1.25042819
  1.10788059 0.8798032  1.00719602 1.00719602
 0.65895717 0.65895717 0.83191857 0.89922789 1.05010941 1.38983709
  1.91922965 2.16324021 2.21212185 1.79591474 1.57284224 1.40281226
  1.66876975 2.19916695 2.10116779 1.9571461  1.37842189 1.0611712
  1.05440983 0.88437862 0.70538568 0.70538568
 1.         1.         0.8703181  0.8968389  1.06127221 1.33105094
  1.65967761 2.06392634 2.19499777 1.84453467 2.37988327 2.45613165
  1.88724078 2.20432736 2.07881739 1.77167653 1.31471133 1.06396745
  0.96555035 1.15445703 1.         1.        
 1.         1.         1.24021453 0.83197768 0.99976379 1.34599314
  1.30526054 1.6280833  1.96567203 1.80598908 2.21576122 2.21453877
  1.76084741 1.97770749 1.78653283 1.28651457 1.25845072 1.00466098
  0.83642477 1.03594754 1.         1.        
 1.         1.         0.45029422 0.96380612 0.92979522 0.97361375
  1.35100911 1.29944625 1.43488806 1.49735909 1.62928506 1.54967239
  1.7138079  1.3741358  1.3716753  1.47690288 0.49575148 0.93096494
  0.99050558 0.71155924 1.         1.        
 1.         1.         1.         0.67398322 1.28177318 0.98450159
  1.03629875 1.12636723 1.0155633  1.31307479 1.30796862 1.2042001
  1.19061087 1.08822552 1.16427183 1.09616527 0.9672606  1.34334666
  0.61843967 1.         1.         1.        
 1.         1.         1.         1.         0.66095745 1.04756443
  0.89414634 0.96968743 1.036549   1.03687728 1.12983392 1.20569636
  1.09367651 0.97028794 0.96240356 0.74360466 1.36549108 0.65002115
  1.         1.         1.         1.        
 1.         1.         1.         1.         1.         0.49116186
  1.03338704 0.90465455 0.85550457 0.91719899 0.84636969 0.89950256
  0.95751532 0.8258662  1.36219001 1.22637134 0.45137268 1.
  1.         1.         1.         1.        
 1.         1.         1.         1.         1.         1.
  1.         1.         0.5610597  0.86391885 0.75191404 1.07185084
  0.86084812 0.4881868  1.         1.         1.         1.
  1.         1.         1.         1.        
 1.         1.         1.         1.         1.         1.
  1.         1.         0.5610597  0.86391885 0.75191404 1.07185084
  0.86084812 0.4881868  1.         1.         1.         1.
  1.         1.         1.         1.
