1.37041096 1.36213072 1.37644837 1.37077424 1.21484347 1.23148127
  1.35777093 1.28717722 1.27865058 1.36031503 1.39221772 1.3892508
  1.30202151 1.40963747 1.37689202 1.42602877 1.42814121 1.39370345
  1.40662649 1.40978821 1.41459666 1.40836636 1.40282989 1.33089036
  1.17073934 1.17396434 1.24632851 1.22546588 1.36529845 1.24012998
  1.29906572 1.27827829 1.19670695 1.1460701  1.21707552 1.21531585
  1.26822259 1.17549727 1.         1.23472912 1.36475519 1.36610779
  1.46304907 1.43455999 1.36039631 1.43458789 1.29485126 1.3456482
  1.34260564 1.33913626 1.32272813 1.34430307 1.56309396 1.5215658
  1.47437826 1.48222112 1.3660453  1.36695369 1.42944351 1.4937056
  1.15547316 1.11966073 1.23672591 1.20608541 1.26157245 1.18927913
  1.18658358 1.18276672 1.31872697 1.33723867 1.34059477 1.34826029
 1.37041096 1.36213072 1.37644837 1.37077424 1.21484347 1.23148127
  1.35777093 1.28717722 1.27865058 1.36031503 1.39221772 1.3892508
  1.30202151 1.40963747 1.37689202 1.42602877 1.42814121 1.39370345
  1.40662649 1.40978821 1.41459666 1.40836636 1.40282989 1.33089036
  1.17073934 1.17396434 1.24632851 1.22546588 1.36529845 1.24012998
  1.29906572 1.27827829 1.19670695 1.1460701  1.21707552 1.21531585
  1.26822259 1.17549727 1.         1.23472912 1.36475519 1.36610779
  1.46304907 1.43455999 1.36039631 1.43458789 1.29485126 1.3456482
  1.34260564 1.33913626 1.32272813 1.34430307 1.56309396 1.5215658
  1.47437826 1.48222112 1.3660453  1.36695369 1.42944351 1.4937056
  1.15547316 1.11966073 1.23672591 1.20608541 1.26157245 1.18927913
  1.18658358 1.18276672 1.31872697 1.33723867 1.34059477 1.34826029
 1.11685541 1.30211597 1.33423262 1.33062106 1.20913642 1.21237391
  1.24503571 1.27963313 1.24201279 1.2975488  1.29495405 1.33981819
  1.32636771 1.29760713 1.2828694  1.30790244 1.38200948 1.41462071
  1.41595366 1.36565318 1.34340032 1.29867377 1.32773788 1.34658055
  1.25344625 1.24313842 1.22219725 1.24318537 1.30199271 1.23419215
  1.25213399 1.25683722 1.18900051 1.18370087 1.23682173 1.21950267
  1.20289444 1.1482387  1.17209916 1.88664487 1.46420425 1.4403538
  1.38342152 1.37032047 1.33354815 1.32364746 1.33447084 1.30235259
  1.31323915 1.36582407 1.35877449 1.34892609 1.47803471 1.45283064
  1.42769995 1.40477111 1.36812949 1.35221705 1.35995413 1.4310655
  1.22365021 1.23779209 1.28755456 1.256568   1.28777249 1.27185502
